school,"The Byzantine Empire had an established schooling system beginning at the primary level. According to Traditions and Encounters, the founding of the primary education system began in 425 AD and ""... military personnel usually had at least a primary education ..."". "
school,The sometimes efficient and often large government of the Empire meant that educated citizens were a must.
school,"Although Byzantium lost much of the grandeur of Roman culture and extravagance in the process of surviving, the Empire emphasized efficiency in its war manuals. "
school,"the term school refers primarily to pre-university institutions, and these can, for the most part, be divided into pre-schools or nursery schools, primary schools (sometimes further divided into infant school and junior school), and secondary schools. Various types of secondary schools in England and Wales include grammar schools, comprehensives, secondary moderns, and city academies."
school,"In the United Kingdom, most schools are publicly funded and known as state schools or maintained schools in which tuition is provided free. "
school,There are also private schools or independent schools that charge fees. Some of the most selective and expensive private schools are known as public schools
school,Gurukuls were traditional Hindu residential schools of learning; typically the teacher's house or a monastery.
school,"During the Mughal rule, Madrasahs were introduced in India to educate the children of Muslim parents. "
school,"British records show that indigenous education was widespread in the 18th century, with a school for every temple, mosque or village in most regions of the country."
school,"The subjects taught included Reading, Writing, Arithmetic, Theology, Law, Astronomy, Metaphysics, Ethics, Medical Science and Religion."
bank,A bank is a financial institution that accepts deposits from the public and creates credit.
bank,Lending activities can be performed either directly or indirectly through capital markets. 
bank,"Due to their importance in the financial stability of a country, banks are highly regulated in most countries. "
bank,Most nations have institutionalized a system known as fractional reserve banking under which banks hold liquid assets equal to only a portion of their current liabilities.
bank,"In addition to other regulations intended to ensure liquidity, banks are generally subject to minimum capital requirements based on an international set of capital standards, known as the Basel Accords."
bank,"Banking in its modern sense evolved in the 14th century in the rich cities of Renaissance Italy but in many ways was a continuation of ideas and concepts of credit and lending that had their roots in the ancient world. In the history of banking, a number of banking dynasties — notably, the Medicis, the Fuggers, the Welsers, the Berenbergs and the Rothschilds — have played a central role over many centuries. "
bank,"The oldest existing retail bank is Banca Monte dei Paschi di Siena, while the oldest existing merchant bank is Berenberg Bank."
bank,"Banks act as payment agents by conducting checking or current accounts for customers, paying cheques drawn by customers on the bank, and collecting cheques deposited to customers' current accounts. "
bank,"Banks also enable customer payments via other payment methods such as Automated Clearing House (ACH), Wire transfers or telegraphic transfer, EFTPOS, and automated teller machines (ATMs)."
bank,"Banks borrow money by accepting funds deposited on current accounts, by accepting term deposits, and by issuing debt securities such as banknotes and bonds. Banks lend money by making advances to customers on current accounts, by making installment loans, and by investing in marketable debt securities and other forms of money lending."
bank,"Banks provide different payment services, and a bank account is considered indispensable by most businesses and individuals. "
bank,Non-banks that provide payment services such as remittance companies are normally not considered as an adequate substitute for a bank account.
bank,"Activities undertaken by banks include personal banking, corporate banking, investment banking, private banking, transaction banking, insurance, consumer finance, foreign exchange trading, commodity trading, trading in equities, futures and options trading and money market trading."
bank,"Banks offer many different channels to access their banking and other services such as Automated teller machines, branch in a retail location, Call centre, most banks accept cheque deposits via mail and use mail to communicate to their customers, e.g. by sending out statements"
bank,Mobile banking is a method of using one's mobile phone to conduct banking transactions
bank,"Online banking is a term used for performing multiple transactions, payments etc. over the Internet"
bank,"Relationship managers, mostly for private banking or business banking, often visiting customers at their homes or businesses"
bank,"Telephone banking is a service which allows its customers to conduct transactions over the telephone with automated attendant, or when requested, with telephone operator"
bank,"Video banking is a term used for performing banking transactions or professional banking consultations via a remote video and audio connection. Video banking can be performed via purpose built banking transaction machines (similar to an Automated teller machine), or via a video conference enabled bank branch clarification"
bank,"DSA is a Direct Selling Agent, who works for the bank based on a contract. Its main job is to increase the customer base for the bank."
bank,"Types of bank are retail banking, dealing directly with individuals and small businesses;"
bank,"business banking, providing services to mid-market business;"
bank,"corporate banking, directed at large business entities;"
bank,"private banking, providing wealth management services to high-net-worth individuals and families;"
bank,"investment banking, relating to activities on the financial markets."
bank,"Most banks are profit-making, private enterprises. However, some are owned by government, or are non-profit organizations."
realestate,"Real estate is ""property consisting of land and the buildings on it, along with its natural resources such as crops, minerals or water; immovable property of this nature; an interest vested in this (also) an item of real property, (more generally) buildings or housing in general. Also: the business of real estate; the profession of buying, selling, or renting land, buildings or housing."
realestate,"Residential real estate is a type of property, containing either a single family or multifamily structure, that is available for occupation for non-business purposes.[2]"
realestate,"Residences can be classified by, if, and how they are connected to neighbouring residences and land. Different types of housing tenure can be used for the same physical type. For example, connected residents might be owned by a single entity and leased out, or owned separately with an agreement covering the relationship between units and common areas and concerns."
realestate,Apartment (American English) or Flat (British English) – An individual unit in a multi-unit building. The boundaries of the apartment are generally defined by a perimeter of locked or lockable doors. Often seen in multi-story apartment buildings.
realestate,"Multi-family house – Often seen in multi-story detached buildings, where each floor is a separate apartment or unit."
realestate,Terraced house (a. k. a. townhouse or rowhouse) – A number of single or multi-unit buildings in a continuous row with shared walls and no intervening space.
realestate,"Condominium are Building or complex, similar to apartments, owned by individuals. Common grounds and common areas within the complex are owned and shared jointly. There are townhouse or rowhouse style condominiums as well."
realestate,"Cooperative (a. k. a. co-op) are type of multiple ownership in which the residents of a multi-unit housing complex own shares in the cooperative corporation that owns the property, giving each resident the right to occupy a specific apartment or unit."
realestate,Mobile homes are potentially a full-time residence which can be (might not in practice be) movable on wheels.
realestate,Houseboats are floating home
realestate,"Tents are usually very temporary, with roof and walls consisting only of fabric-like material."

